energy, energy  , all_energy, tempo  , tempo  , all_tempo, danceability, danceability, all_danceability, loudness, loudness, all_loudness, liveness, liveness, all_liveness, valence, valence, all_valence, speechiness, speechiness, all_speechiness, track_popularity, track_popularity, all_track_popularity, instrumentalness, instrumentalness, all_instrumentalness, key, key, all_key, duration_min, acousticness, acousticness, all_acousticness, track_artist                                                                   , track_album_name                                                                    , track_album_release_date, playlist_name         , track_name                                                                                        , source                     , popularity_category, duration_ms, duration_ms
      , 0.759   ,   0.759   ,        , 117.005,          ,             ,       0.811 ,           0.811 ,         , -4.24   , -4.24       ,         ,   0.145 ,       0.145 ,        ,  0.83  ,      0.83  ,            ,      0.0535, 0.247          ,                 ,               63,                   63,                 , 9.24E-06        ,           0.00000924,    ,   5,       5,         2.55,             , 0.0197      ,        0.0197   ,                                                                                ,                                                                                     , 6/17/2024               ,                       , Boom Boom Bass                                                                                    , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      152890
      , 0.568   ,   0.568   ,        , 105.964,          ,             ,       0.72  ,           0.72  ,         , -4.483  , -4.483      ,         ,   0.164 ,       0.164 ,        ,  0.634 ,      0.634 ,            ,      0.051 , 0.412          ,                 ,               61,                   61,                 , 0               ,           0         ,    ,   1,       1,         3.76,             , 0.0323      ,        0.0323   ,                                                                                ,                                                                                     , 6/24/2024               ,                       , Cosmic                                                                                            , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      225865
      , 0.786   ,   0.786   ,        , 111.989,          ,             ,       0.781 ,           0.781 ,         , -5.211  , -5.211      ,         ,   0.107 ,       0.107 ,        ,  0.759 ,      0.759 ,            ,      0.0885, 0.189          ,                 ,               68,                   68,                 , 5.88E-06        ,           0.00000588,    ,   6,       6,         3.8 ,             , 0.115       ,        0.115    ,                                                                                ,                                                                                     , 9/22/2023               ,                       , BUBALU                                                                                            , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      228253
      , 0.311   ,   0.311   ,        , 180.05 ,          ,             ,       0.56  ,           0.56  ,         , -8.508  , -8.508      ,         ,   0.0706,       0.0706,        ,  0.452 ,      0.452 ,            ,      0.038 , 0.303          ,                 ,               61,                   61,                 , 6.02E-05        ,           0.0000602 ,    ,   9,       9,         2.69,             , 0.934       ,        0.934    ,                                                                                ,                                                                                     , 11/29/2019              ,                       , Ya No Te Hago Falta                                                                               , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      161600
      , 0.683   ,   0.683   ,        , 140.108,          ,             ,       0.796 ,           0.796 ,         , -2.754  , -2.754      ,         ,   0.107 ,       0.107 ,        ,  0.353 ,      0.353 ,            ,      0.15  , 0.108          ,                 ,               63,                   63,                 , 0               ,           0         ,    ,  10,      10,         3.46,             , 0.108       ,        0.108    ,                                                                                ,                                                                                     , 4/9/2019                ,                       , La Playa                                                                                          , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      207731
      , 0.684   ,   0.684   ,        ,  75.233,          ,             ,       0.672 ,           0.672 ,         , -5.682  , -5.682      ,         ,   0.183 ,       0.183 ,        ,  0.62  ,      0.62  ,            ,      0.316 , 0.14           ,                 ,               63,                   63,                 , 0.0261          ,           0.0261    ,    ,   9,       9,         3.05,             , 0.125       ,        0.125    ,                                                                                ,                                                                                     , 9/12/2019               ,                       , No Te Debí Besar                                                                                  , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      182816
      , 0.296   ,   0.296   ,        , 127.938,          ,             ,       0.761 ,           0.761 ,         , -10.22  , -10.22      ,         ,   0.134 ,       0.134 ,        ,  0.579 ,      0.579 ,            ,      0.0484, 0.425          ,                 ,               63,                   63,                 , 0.000492        ,           0.000492  ,    ,   0,       0,         2.8 ,             , 0.551       ,        0.551    ,                                                                                ,                                                                                     , 2/26/2021               ,                       , Párteme La Cara                                                                                   , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      167867
      , 0.61    ,   0.61    ,        , 110.017,          ,             ,       0.669 ,           0.669 ,         , -7.075  , -7.075      ,         ,   0.163 ,       0.163 ,        ,  0.416 ,      0.416 ,            ,      0.0976, 0.0538         ,                 ,               58,                   58,                 , 0               ,           0         ,    ,  10,      10,         2.4 ,             , 0.236       ,        0.236    ,                                                                                ,                                                                                     , 6/23/2023               ,                       , Man of The Year                                                                                   , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      144000
      , 0.594   ,   0.594   ,        , 116.027,          ,             ,       0.782 ,           0.782 ,         , -6.337  , -6.337      ,         ,   0.137 ,       0.137 ,        ,  0.681 ,      0.681 ,            ,      0.0414, 0.164          ,                 ,               60,                   60,                 , 0.48            ,           0.48      ,    ,   1,       1,         2.97,             , 0.157       ,        0.157    ,                                                                                ,                                                                                     , 10/4/2023               ,                       , PRAY                                                                                              , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      177931
      , 0.675   ,   0.675   ,        , 112.049,          ,             ,       0.755 ,           0.755 ,         , -6.973  , -6.973      ,         ,   0.117 ,       0.117 ,        ,  0.783 ,      0.783 ,            ,      0.0918, 0.229          ,                 ,               67,                   67,                 , 1.41E-06        ,           0.00000141,    ,  10,      10,         3.04,             , 0.512       ,        0.512    ,                                                                                ,                                                                                     , 6/15/2023               ,                       , Remember                                                                                          , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      182143
      , 0.737   ,   0.737   ,        , 112.93 ,          ,             ,       0.441 ,           0.441 ,         , -5.053  , -5.053      ,         ,   0.102 ,       0.102 ,        ,  0.22  ,      0.22  ,            ,      0.11  , 0.0617         ,                 ,               64,                   64,                 , 0               ,           0         ,    ,   7,       7,         3.64,             , 0.059       ,        0.059    ,                                                                                ,                                                                                     , 9/6/2019                ,                       , On The Road (feat. Meek Mill & Lil Baby)                                                          , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      218320
      , 0.576   ,   0.576   ,        , 166.162,          ,             ,       0.77  ,           0.77  ,         , -11.845 , -11.845     ,         ,   0.08  ,       0.08  ,        ,  0.364 ,      0.364 ,            ,      0.339 , 0.269          ,                 ,               68,                   68,                 , 0               ,           0         ,    ,   8,       8,         2.12,             , 0.138       ,        0.138    ,                                                                                ,                                                                                     , 6/7/2019                ,                       , Chosen 1                                                                                          , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      127200
      , 0.84    ,   0.84    ,        , 116.991,          ,             ,       0.791 ,           0.791 ,         , -2.887  , -2.887      ,         ,   0.193 ,       0.193 ,        ,  0.353 ,      0.353 ,            ,      0.0427, 0.238          ,                 ,               59,                   59,                 , 0               ,           0         ,    ,   0,       0,         3.08,             , 0.0839      ,        0.0839   ,                                                                                ,                                                                                     , 8/22/2019               ,                       , Trap [Feat. Lil Baby]                                                                             , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      184699
      , 0.649   ,   0.649   ,        , 106.379,          ,             ,       0.519 ,           0.519 ,         , -5.502  , -5.502      ,         ,   0.104 ,       0.104 ,        ,  0.541 ,      0.541 ,            ,      0.112 , 0.134          ,                 ,               64,                   64,                 , 0               ,           0         ,    ,   6,       6,         4.05,             , 0.486       ,        0.486    ,                                                                                ,                                                                                     , 6/16/2023               ,                       , turned your back                                                                                  , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      243133
      , 0.491   ,   0.491   ,        , 153.131,          ,             ,       0.559 ,           0.559 ,         , -6.406  , -6.406      ,         ,   0.0992,       0.0992,        ,  0.114 ,      0.114 ,            ,      0.0346, 0.323          ,                 ,               61,                   61,                 , 0               ,           0         ,    ,   2,       2,         4.08,             , 0.0567      ,        0.0567   ,                                                                                ,                                                                                     , 12/27/2019              ,                       , HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX                                            , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      244874
      , 0.767   ,   0.767   ,        , 115.957,          ,             ,       0.825 ,           0.825 ,         , -7.893  , -7.893      ,         ,   0.0914,       0.0914,        ,  0.857 ,      0.857 ,            ,      0.0418, 0.415          ,                 ,               61,                   61,                 , 4.60E-06        ,           0.0000046 ,    ,   5,       5,         2.24,             , 0.547       ,        0.547    ,                                                                                ,                                                                                     , 6/15/2023               ,                       , Basquiat                                                                                          , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      134483
      , 0.5     ,   0.5     ,        , 116.058,          ,             ,       0.569 ,           0.569 ,         , -4.482  , -4.482      ,         ,   0.148 ,       0.148 ,        ,  0.118 ,      0.118 ,            ,      0.239 , 0.118          ,                 ,               63,                   63,                 , 0               ,           0         ,    ,   6,       6,         3.64,             , 0.183       ,        0.183    ,                                                                                ,                                                                                     , 10/4/2023               ,                       , Pidgin & English                                                                                  , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      218657
      , 0.744   ,   0.744   ,        , 104.991,          ,             ,       0.806 ,           0.806 ,         , -5.377  , -5.377      ,         ,   0.104 ,       0.104 ,        ,  0.765 ,      0.765 ,            ,      0.0392, 0.189          ,                 ,               66,                   66,                 , 0.395           ,           0.395     ,    ,  10,      10,         2.91,             , 0.187       ,        0.187    ,                                                                                ,                                                                                     , 12/7/2023               ,                       , Happiness (feat. Asake & Gunna)                                                                   , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      174744
      , 0.747   ,   0.747   ,        ,  98.111,          ,             ,       0.584 ,           0.584 ,         , -4.726  , -4.726      ,         ,   0.149 ,       0.149 ,        ,  0.798 ,      0.798 ,            ,      0.258 , 0.282          ,                 ,               60,                   60,                 , 0.0013          ,           0.0013    ,    ,  10,      10,         3.01,             , 0.105       ,        0.105    ,                                                                                ,                                                                                     , 12/21/2023              ,                       , IDK (feat. Zlatan)                                                                                , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      180638
      , 0.381   ,   0.381   ,        , 140.015,          ,             ,       0.741 ,           0.741 ,         , -11.531 , -11.531     ,         ,   0.149 ,       0.149 ,        ,  0.625 ,      0.625 ,            ,      0.339 , 0.352          ,                 ,               62,                   62,                 , 0               ,           0         ,    ,   2,       2,         2.57,             , 0.64        ,        0.64     ,                                                                                ,                                                                                     , 1/26/2024               ,                       , 7 DAYS                                                                                            , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      154200
      , 0.722   ,   0.722   ,        , 117.967,          ,             ,       0.878 ,           0.878 ,         , -6.917  , -6.917      ,         ,   0.141 ,       0.141 ,        ,  0.57  ,      0.57  ,            ,      0.0473, 0.384          ,                 ,               58,                   58,                 , 0.00311         ,           0.00311   ,    ,   9,       9,         2.27,             , 0.366       ,        0.366    ,                                                                                ,                                                                                     , 12/15/2023              ,                       , Egwu                                                                                              , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      136133
      , 0.695   ,   0.695   ,        , 128.983,          ,             ,       0.727 ,           0.727 ,         , -10.961 , -10.961     ,         ,   0.0714,       0.0714,        ,  0.672 ,      0.672 ,            ,      0.0382, 0.028          ,                 ,               61,                   61,                 , 0.957           ,           0.957     ,    ,  10,      10,         3.41,             , 0.407       ,        0.407    ,                                                                                ,                                                                                     , 9/10/2024               ,                       , Husk                                                                                              , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      204651
      , 0.545   ,   0.545   ,        ,  98.232,          ,             ,       0.716 ,           0.716 ,         , -6.949  , -6.949      ,         ,   0.101 ,       0.101 ,        ,  0.82  ,      0.82  ,            ,      0.0329, 0.174          ,                 ,               64,                   64,                 , 0.00344         ,           0.00344   ,    ,   0,       0,         3.46,             , 0.338       ,        0.338    ,                                                                                ,                                                                                     , 5/23/2024               ,                       , Sexy to Someone                                                                                   , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      207796
      , 0.513   ,   0.513   ,        , 153.683,          ,             ,       0.653 ,           0.653 ,         , -8.972  , -8.972      ,         ,   0.148 ,       0.148 ,        ,  0.844 ,      0.844 ,            ,      0.0724, 0.299          ,                 ,               65,                   65,                 , 0.693           ,           0.693     ,    ,  11,      11,         2.77,             , 0.964       ,        0.964    ,                                                                                ,                                                                                     , 2/9/2024                ,                       , Are You Looking Up                                                                                , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      166179
      , 0.616   ,   0.616   ,        ,  94.934,          ,             ,       0.674 ,           0.674 ,         , -3.471  , -3.471      ,         ,   0.331 ,       0.331 ,        ,  0.551 ,      0.551 ,            ,      0.0272, 0.28           ,                 ,               58,                   58,                 , 2.10E-06        ,           0.0000021 ,    ,   7,       7,         3.84,             , 0.512       ,        0.512    ,                                                                                ,                                                                                     , 4/19/2018               ,                       , Skin                                                                                              , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      230625
      , 0.525   ,   0.525   ,        , 113.856,          ,             ,       0.702 ,           0.702 ,         , -5.028  , -5.028      ,         ,   0.119 ,       0.119 ,        ,  0.515 ,      0.515 ,            ,      0.0313, 0.309          ,                 ,               65,                   65,                 , 0.0667          ,           0.0667    ,    ,   7,       7,         2.83,             , 0.376       ,        0.376    ,                                                                                ,                                                                                     , 2/8/2022                ,                       , dirty dancer                                                                                      , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      169720
      , 0.762   ,   0.762   ,        , 139.974,          ,             ,       0.669 ,           0.669 ,         , -12.308 , -12.308     ,         ,   0.151 ,       0.151 ,        ,  0.876 ,      0.876 ,            ,      0.0364, 0.0817         ,                 ,               67,                   67,                 , 0.842           ,           0.842     ,    ,   5,       5,         1.27,             , 0.0663      ,        0.0663   ,                                                                                ,                                                                                     , 1/6/2023                ,                       , apart of me                                                                                       , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,       76286
      , 0.531   ,   0.531   ,        ,  88.009,          ,             ,       0.747 ,           0.747 ,         , -5.99   , -5.99       ,         ,   0.192 ,       0.192 ,        ,  0.785 ,      0.785 ,            ,      0.0477, 0.0959         ,                 ,               64,                   64,                 , 1.80E-06        ,           0.0000018 ,    ,   8,       8,         3.08,             , 0.266       ,        0.266    ,                                                                                ,                                                                                     , 11/5/2021               ,                       , The Dress                                                                                         , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      184768
      , 0.353   ,   0.353   ,        , 124.991,          ,             ,       0.81  ,           0.81  ,         , -9.536  , -9.536      ,         ,   0.082 ,       0.082 ,        ,  0.731 ,      0.731 ,            ,      0.0437, 0.0534         ,                 ,               63,                   63,                 , 0.000104        ,           0.000104  ,    ,   6,       6,         2.92,             , 0.0473      ,        0.0473   ,                                                                                ,                                                                                     , 6/7/2019                ,                       , Morning Sex                                                                                       , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      175313
      , 0.551   ,   0.551   ,        , 135.808,          ,             ,       0.562 ,           0.562 ,         , -8.879  , -8.879      ,         ,   0.164 ,       0.164 ,        ,  0.386 ,      0.386 ,            ,      0.0318, 0.191          ,                 ,               64,                   64,                 , 0.113           ,           0.113     ,    ,   2,       2,         4.39,             , 0.705       ,        0.705    ,                                                                                ,                                                                                     , 4/20/2023               ,                       , bad                                                                                               , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      263250
      , 0.394   ,   0.394   ,        , 129.931,          ,             ,       0.759 ,           0.759 ,         , -7.399  , -7.399      ,         ,   0.124 ,       0.124 ,        ,  0.501 ,      0.501 ,            ,      0.0636, 0.206          ,                 ,               62,                   62,                 , 0.00168         ,           0.00168   ,    ,   6,       6,         3.06,             , 0.843       ,        0.843    ,                                                                                ,                                                                                     , 7/26/2024               ,                       , Room For You                                                                                      , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      183374
      , 0.413   ,   0.413   ,        , 109.988,          ,             ,       0.879 ,           0.879 ,         , -9.161  , -9.161      ,         ,   0.318 ,       0.318 ,        ,  0.869 ,      0.869 ,            ,      0.0575, 0.273          ,                 ,               60,                   60,                 , 0.221           ,           0.221     ,    ,   1,       1,         2.6 ,             , 0.816       ,        0.816    ,                                                                                ,                                                                                     , 10/16/2020              ,                       , Care For You                                                                                      , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      156027
      , 0.528   ,   0.528   ,        , 107.949,          ,             ,       0.693 ,           0.693 ,         , -8.468  , -8.468      ,         ,   0.114 ,       0.114 ,        ,  0.597 ,      0.597 ,            ,      0.0259, 0.0535         ,                 ,               60,                   60,                 , 0.846           ,           0.846     ,    ,   1,       1,         3.19,             , 0.699       ,        0.699    ,                                                                                ,                                                                                     , 9/15/2020               ,                       , Radio                                                                                             , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      191528
      , 0.669   ,   0.669   ,        ,  96.982,          ,             ,       0.573 ,           0.573 ,         , -11.436 , -11.436     ,         ,   0.321 ,       0.321 ,        ,  0.159 ,      0.159 ,            ,      0.0332, 0.051          ,                 ,               60,                   60,                 , 0.806           ,           0.806     ,    ,   8,       8,         4.72,             , 0.521       ,        0.521    ,                                                                                ,                                                                                     , 2/19/2013               ,                       , Golden Light                                                                                      , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      283053
      , 0.262   ,   0.262   ,        , 135.497,          ,             ,       0.733 ,           0.733 ,         , -13.766 , -13.766     ,         ,   0.105 ,       0.105 ,        ,  0.444 ,      0.444 ,            ,      0.028 , 0.0885         ,                 ,               59,                   59,                 , 4.79E-06        ,           0.00000479,    ,   0,       0,         3.9 ,             , 0.224       ,        0.224    ,                                                                                ,                                                                                     , 9/7/2018                ,                       , Heaven                                                                                            , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      233871
      , 0.931   ,   0.931   ,        , 176.082,          ,             ,       0.283 ,           0.283 ,         , -2.986  , -2.986      ,         ,   0.428 ,       0.428 ,        ,  0.35  ,      0.35  ,            ,      0.165 , 0.038          ,                 ,               65,                   65,                 , 0               ,           0         ,    ,   9,       9,         4.04,             , 0.00317     ,        0.00317  ,                                                                                ,                                                                                     , 5/24/2024               ,                       , YOUtopia                                                                                          , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      242662
      , 0.861   ,   0.861   ,        , 178.119,          ,             ,       0.461 ,           0.461 ,         , -3.381  , -3.381      ,         ,   0.114 ,       0.114 ,        ,  0.7   ,      0.7   ,            ,      0.0988, 0.15           ,                 ,               59,                   59,                 , 0               ,           0         ,    ,   9,       9,         3.16,             , 0.00322     ,        0.00322  ,                                                                                ,                                                                                     , 10/25/2024              ,                       , Dystopia                                                                                          , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      189898
      , 0.784   ,   0.784   ,        , 110.029,          ,             ,       0.335 ,           0.335 ,         , -4.161  , -4.161      ,         ,   0.333 ,       0.333 ,        ,  0.333 ,      0.333 ,            ,      0.0534, 0.316          ,                 ,               58,                   58,                 , 0.00147         ,           0.00147   ,    ,   6,       6,         3.23,             , 0.014       ,        0.014    ,                                                                                ,                                                                                     , 10/23/2024              ,                       , Will You Love Me When I’m Dead                                                                    , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      193798
      , 0.775   ,   0.775   ,        , 160.08 ,          ,             ,       0.39  ,           0.39  ,         , -3.358  , -3.358      ,         ,   0.0965,       0.0965,        ,  0.214 ,      0.214 ,            ,      0.0288, 0.0484         ,                 ,               59,                   59,                 , 0               ,           0         ,    ,   1,       1,         3.66,             , 0.0073      ,        0.0073   ,                                                                                ,                                                                                     , 9/6/2024                ,                       , TAKE ME IN                                                                                        , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      219390
      , 0.908   ,   0.908   ,        , 161.011,          ,             ,       0.476 ,           0.476 ,         , -4.569  , -4.569      ,         ,   0.124 ,       0.124 ,        ,  0.649 ,      0.649 ,            ,      0.068 , 0.0976         ,                 ,               67,                   67,                 , 0.000553        ,           0.000553  ,    ,   6,       6,         5.19,             , 0.00776     ,        0.00776  ,                                                                                ,                                                                                     , 11/15/2024              ,                       , People Watching                                                                                   , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      311480
      , 0.749   ,   0.749   ,        , 122.057,          ,             ,       0.479 ,           0.479 ,         , -5.858  , -5.858      ,         ,   0.113 ,       0.113 ,        ,  0.575 ,      0.575 ,            ,      0.0527, 0.0414         ,                 ,               61,                   61,                 , 1.15E-05        ,           0.0000115 ,    ,  11,      11,         3.79,             , 0.00453     ,        0.00453  ,                                                                                ,                                                                                     , 10/29/2024              ,                       , Your House                                                                                        , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      227308
      , 0.987   ,   0.987   ,        , 103.162,          ,             ,       0.435 ,           0.435 ,         , -4.667  , -4.667      ,         ,   0.268 ,       0.268 ,        ,  0.1   ,      0.1   ,            ,      0.16  , 0.0918         ,                 ,               64,                   64,                 , 0.0879          ,           0.0879    ,    ,   1,       1,         6.1 ,             , 0.000195    ,        0.000195 ,                                                                                ,                                                                                     , 9/26/1990               ,                       , Painkiller                                                                                        , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      365827
      , 0.89    ,   0.89    ,        , 146.525,          ,             ,       0.552 ,           0.552 ,         , -3.409  , -3.409      ,         ,   0.888 ,       0.888 ,        ,  0.716 ,      0.716 ,            ,      0.0342, 0.11           ,                 ,               61,                   61,                 , 0               ,           0         ,    ,   8,       8,         3.88,             , 0.000143    ,        0.000143 ,                                                                                ,                                                                                     , 11/17/2017              ,                       , Holiday                                                                                           , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      232680
      , 0.831   ,   0.831   ,        , 131.094,          ,             ,       0.528 ,           0.528 ,         , -3.607  , -3.607      ,         ,   0.141 ,       0.141 ,        ,  0.632 ,      0.632 ,            ,      0.0429, 0.339          ,                 ,               66,                   66,                 , 0               ,           0         ,    ,   8,       8,         3.67,             , 9.43E-05    ,        0.0000943,                                                                                ,                                                                                     , 6/11/2007               ,                       , That's What You Get                                                                               , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      220480
      , 0.94    ,   0.94    ,        , 149.934,          ,             ,       0.423 ,           0.423 ,         , -4.012  , -4.012      ,         ,   0.178 ,       0.178 ,        ,  0.505 ,      0.505 ,            ,      0.0635, 0.0427         ,                 ,               60,                   60,                 , 0               ,           0         ,    ,   1,       1,         3.44,             , 0.00166     ,        0.00166  ,                                                                                ,                                                                                     , 2006                    ,                       , The Great Escape                                                                                  , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      206520
      , 0.719   ,   0.719   ,        , 142.034,          ,             ,       0.457 ,           0.457 ,         , -3.921  , -3.921      ,         ,   0.228 ,       0.228 ,        ,  0.168 ,      0.168 ,            ,      0.0323, 0.112          ,                 ,               67,                   67,                 , 0               ,           0         ,    ,   4,       4,         4.01,             , 0.191       ,        0.191    ,                                                                                ,                                                                                     , 4/17/2007               ,                       , When You're Gone                                                                                  , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      240493
      , 0.917   ,   0.917   ,        , 169.088,          ,             ,       0.395 ,           0.395 ,         , -6.86   , -6.86       ,         ,   0.261 ,       0.261 ,        ,  0.563 ,      0.563 ,            ,      0.133 , 0.0346         ,                 ,               61,                   61,                 , 0               ,           0         ,    ,   8,       8,         3.29,             , 0.00143     ,        0.00143  ,                                                                                ,                                                                                     , 3/19/2002               ,                       , I'd Do Anything                                                                                   , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      197640
      , 0.751   ,   0.751   ,        , 139.51 ,          ,             ,       0.522 ,           0.522 ,         , -5.46   , -5.46       ,         ,   0.158 ,       0.158 ,        ,  0.605 ,      0.605 ,            ,      0.0435, 0.0418         ,                 ,               59,                   59,                 , 2.22E-06        ,           0.00000222,    ,   1,       1,         3.87,             , 0.000491    ,        0.000491 ,                                                                                ,                                                                                     , 3/19/2002               ,                       , Addicted                                                                                          , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      232067
      , 0.916   ,   0.916   ,        , 109.864,          ,             ,       0.518 ,           0.518 ,         , -3.858  , -3.858      ,         ,   0.291 ,       0.291 ,        ,  0.646 ,      0.646 ,            ,      0.0454, 0.239          ,                 ,               67,                   67,                 , 0               ,           0         ,    ,   3,       3,         3.98,             , 0.000148    ,        0.000148 ,                                                                                ,                                                                                     , 1/1/2005                ,                       , Move Along                                                                                        , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      238880
      , 0.69    ,   0.69    ,        , 140.329,          ,             ,       0.637 ,           0.637 ,         , -3.214  , -3.214      ,         ,   0.211 ,       0.211 ,        ,  0.103 ,      0.103 ,            ,      0.0693, 0.0392         ,                 ,               63,                   63,                 , 0               ,           0         ,    ,   9,       9,         4.23,             , 0.417       ,        0.417    ,                                                                                ,                                                                                     , 9/8/2009                ,                       , Young Forever                                                                                     , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      253907
      , 0.365   ,   0.365   ,        , 131.251,          ,             ,       0.526 ,           0.526 ,         , -12.605 , -12.605     ,         ,   0.0618,       0.0618,        ,  0.254 ,      0.254 ,            ,      0.028 , 0.258          ,                 ,               62,                   62,                 , 1.37E-05        ,           0.0000137 ,    ,   1,       1,         6.57,             , 0.0775      ,        0.0775   ,                                                                                ,                                                                                     , 9/24/1991               ,                       , (Everything I Do) I Do It For You                                                                 , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      394133
      , 0.702   ,   0.702   ,        , 114.038,          ,             ,       0.807 ,           0.807 ,         , -6.594  , -6.594      ,         ,   0.111 ,       0.111 ,        ,  0.447 ,      0.447 ,            ,      0.0748, 0.339          ,                 ,               64,                   64,                 , 0               ,           0         ,    ,   6,       6,         3.98,             , 0.307       ,        0.307    ,                                                                                ,                                                                                     , 6/25/2013               ,                       , Bad (feat. Rihanna) - Remix                                                                       , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      238827
      , 0.325   ,   0.325   ,        , 118.515,          ,             ,       0.344 ,           0.344 ,         , -10.005 , -10.005     ,         ,   0.0686,       0.0686,        ,  0.0775,      0.0775,            ,      0.0287, 0.0473         ,                 ,               67,                   67,                 , 0.0223          ,           0.0223    ,    ,  11,      11,         5.21,             , 0.35        ,        0.35     ,                                                                                ,                                                                                     , 3/11/1996               ,                       , All By Myself                                                                                     , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      312307
      , 0.501   ,   0.501   ,        , 142.595,          ,             ,       0.567 ,           0.567 ,         , -8.038  , -8.038      ,         ,   0.0986,       0.0986,        ,  0.201 ,      0.201 ,            ,      0.0241, 0.0382         ,                 ,               59,                   59,                 , 0               ,           0         ,    ,   2,       2,         3.95,             , 0.0994      ,        0.0994   ,                                                                                ,                                                                                     , 1/1/1994                ,                       , I'll Make Love To You                                                                             , Spotify_Bottom20_Percentile, LOWEST POPULARITY  ,            ,      236773
