energy,tempo,danceability,loudness,liveness,valence,speechiness,instrumentalness,track_popularity,key,duration_min,acousticness,popularity_Catergory,track_artist                                                                   ,release_date,
0.408,150.454,0.295,-16.632,0.165,0.164,0.0693,0.148,61,4,3.96,0.804,Low_Popularity, Karl Jenkins, 9/20/1995,
0.746,135.021,0.713,-4.99,0.601,0.47,0.259,0,67,0,5,0.0402,Low_Popularity, T.I., 9/7/2008                ,
0.572,94.897,0.572,-8.324,0.191,0.61,0.3,0,58,6,3.45,0.254,Low_Popularity, Ne-Yo                                                                                                                                                                                                                                               , 1/1/2006                ,
0.662,151.518,0.815,-8.244,0.0898,0.611,0.199,0.000409,60,6,4.14,0.0915,Low_Popularity, Bow Wow, 1/24/2005,
0.458,83.61,0.75,-9.092,0.137,0.536,0.0803,0.0000325,59,1,5.02,0.226,Low_Popularity, Beyoncé                                                                                                                                                                                                                                             , 6/24/2003               ,
0.79,103.783,0.599,-3.58,0.312,0.961,0.043,0.00181,67,4,3.13,0.00257,Low_Popularity, The Black Crowes                                                                                                                                                                                                                                    , 2/13/1990               ,
0.865,117.528,0.465,-9.573,0.0769,0.677,0.098,0.00135,62,11,3.96,0.018,Low_Popularity, Ram Jam                                                                                                                                                                                                                                             , 2/27/1990               ,
0.659,143.554,0.388,-7.372,0.0943,0.401,0.0308,0.000315,67,11,3.84,0.312,Low_Popularity, Vance Joy                                                                                                                                                                                                                                           , 8/5/2014                ,
0.325,154.198,0.381,-9.972,0.113,0.208,0.0305,0.0925,62,4,3.82,0.947,Low_Popularity, Gregory Alan Isakov                                                                                                                                                                                                                                 , 7/9/2013                ,
0.399,141.932,0.571,-11.92,0.0926,0.612,0.0364,0.0146,67,4,2.16,0.766,Low_Popularity, Caamp                                                                                                                                                                                                                                               , 3/8/2016                ,
0.724,102.03,0.487,-5.905,0.213,0.546,0.0289,0.0000103,60,0,3.76,0.00224,Low_Popularity, The Head And The Heart                                                                                                                                                                                                                              , 9/9/2016                ,
0.492,77.585,0.521,-9.127,0.118,0.301,0.0297,0.619,59,3,3.93,0.689,Low_Popularity, Nathaniel Rateliff                                                                                                                                                                                                                                  , 2/14/2020               ,
0.363,107.953,0.672,-10.368,0.113,0.385,0.033,0.00000514,60,2,3.56,0.617,Low_Popularity, Noah Kahan, 2/9/2024                ,
0.519,105.101,0.5,-9.661,0.0759,0.875,0.0464,0.0000116,64,4,3.06,0.179,Low_Popularity, Poor Man's Poison                                                                                                                                                                                                                                   , 1/28/2014               ,
0.368,116.221,0.657,-9.978,0.109,0.522,0.0281,0.00293,64,7,3.15,0.884,Low_Popularity, Watchhouse                                                                                                                                                                                                                                          , 5/5/2015                ,
0.124,139.584,0.473,-13.245,0.126,0.476,0.0339,0.0000349,65,7,2.38,0.942,Low_Popularity, Colter Wall, 5/12/2017               ,
0.423,129.511,0.529,-7.368,0.154,0.223,0.0293,0,59,3,4.2,0.838,Low_Popularity, 陳華                                                                                                                                                                                                                                                , 6/7/2024                ,
0.579,131.92,0.532,-5.021,0.323,0.362,0.03,0,63,0,3.47,0.466,Low_Popularity, 邱軍                                                                                                                                                                                                                                                , 2/23/2024               ,
0.253,130.006,0.531,-9.189,0.174,0.255,0.0367,0,58,3,4.59,0.847,Low_Popularity, DIOR 大穎                                                                                                                                                                                                                                           , 9/2/2024                ,
0.671,76.037,0.592,-5.054,0.318,0.207,0.0393,0,63,9,3,0.0152,Low_Popularity, 高爾宣 OSN, 6/14/2024               ,
0.367,137.9,0.448,-9.595,0.177,0.356,0.032,0,59,4,4.67,0.691,Low_Popularity, 王赫野, 4/26/2024               ,
0.674,89.791,0.649,-5.854,0.0322,0.486,0.214,0,58,10,2.65,0.0573,Low_Popularity, Khan Bhaini                                                                                                                                                                                                                                         , 10/15/2024              ,
0.487,139.914,0.655,-7.988,0.271,0.0454,0.033,0.897,61,6,3.43,0.0347,Low_Popularity, RŮDE                                                                                                                                                                                                                                                , 8/7/2017                ,
0.332,80.014,0.744,-15.331,0.0642,0.525,0.0947,0.894,61,0,2.4,0.478,Low_Popularity, lorleaf                                                                                                                                                                                                                                             , 10/11/2024              ,
0.071,146.977,0.159,-27.109,0.107,0.0602,0.0409,0.856,60,6,7.74,0.911,Low_Popularity, Aphex Twin                                                                                                                                                                                                                                          , 3/7/1994                ,
0.0217,104.541,0.278,-37.438,0.0926,0.223,0.0327,0.919,61,9,1.72,0.98,Low_Popularity, Tony Anderson                                                                                                                                                                                                                                       , 3/26/2021               ,
0.718,120.955,0.669,-7.782,0.341,0.615,0.0438,0.4,66,9,2.73,0.0886,Low_Popularity, Trinix, 4/28/2023               ,
0.57,113.945,0.644,-6.994,0.299,0.527,0.052,0,64,9,3.54,0.484,Low_Popularity, Jonas Blue, 12/4/2015               ,
0.68,100.987,0.689,-7.196,0.0431,0.646,0.0427,0.0211,62,0,6.14,0.321,Low_Popularity, Marvin Gaye, 4/27/2015               ,
0.841,116.016,0.769,-5.365,0.229,0.712,0.0423,0,61,4,2.55,0.114,Low_Popularity, Toby Rose, 9/29/2022               ,
0.653,104.961,0.629,-5.631,0.103,0.248,0.0241,0.000718,63,0,3.15,0.00345,Low_Popularity, TWOPILOTS                                                                                                                                                                                                                                           , 12/1/2022               ,
0.742,104.991,0.646,-4.96,0.141,0.136,0.0254,0.0000499,61,5,2.99,0.0224,Low_Popularity, Lucas Estrada, 6/17/2022               ,
0.67,120.028,0.654,-10.393,0.118,0.528,0.0403,0.157,60,1,2.45,0.149,Low_Popularity, NSH                                                                                                                                                                                                                                                 , 7/28/2022               ,
0.592,124.015,0.821,-11.013,0.116,0.387,0.0908,0,60,7,2.1,0.213,Low_Popularity, CYRIL, 8/9/2024                ,
0.741,119.971,0.806,-6.362,0.0746,0.563,0.0471,0.0000373,59,1,2.93,0.0234,Low_Popularity, Thierry Von Der Warth, 8/12/2022               ,
0.862,107.993,0.645,-3.887,0.238,0.396,0.0358,0.00000173,62,1,3.5,0.00736,Low_Popularity, TWOPILOTS                                                                                                                                                                                                                                           , 1/19/2023               ,
0.572,119.947,0.644,-9.504,0.118,0.125,0.0477,0.00609,60,3,2.57,0.541,Low_Popularity, NEIMY                                                                                                                                                                                                                                               , 6/24/2022               ,
0.635,116.063,0.609,-7.151,0.424,0.278,0.24,0.0000488,58,11,2.68,0.215,Low_Popularity, Paratone                                                                                                                                                                                                                                            , 11/6/2020               ,
0.686,121.981,0.813,-7.593,0.293,0.301,0.0352,0.00636,58,6,3.33,0.034,Low_Popularity, Bob Marley & The Wailers, 6/10/2016               ,
0.606,123.006,0.567,-6.543,0.0686,0.314,0.0438,0,68,10,2.86,0.0801,Low_Popularity, Kygo, 11/15/2024              ,
0.688,127.938,0.608,-8.597,0.08,0.214,0.0499,0.00736,68,5,2.85,0.0554,Low_Popularity, Lost Frequencies                                                                                                                                                                                                                                    , 11/8/2024               ,
0.951,74.973,0.772,-3.375,0.036,0.4,0.271,0.000738,68,9,2.53,0.0634,Low_Popularity, Dimitri Vegas, 10/4/2024               ,
0.88,130.085,0.588,-5.15,0.0667,0.523,0.0354,0.0000689,68,7,2.41,0.0243,Low_Popularity, Alok, 1/12/2024               ,
0.831,126.056,0.785,-3.681,0.086,0.673,0.0444,0.0105,68,0,2.84,0.0038,Low_Popularity, The Blessed Madonna, 2/2/2024                ,
0.8,119.984,0.724,-5.468,0.0823,0.925,0.0541,0.0000938,68,5,3.79,0.0103,Low_Popularity, Purple Disco Machine, 5/3/2024                ,
0.785,131.988,0.731,-4.08,0.0567,0.85,0.0339,0.00224,67,3,2.24,0.0155,Low_Popularity, Jax Jones, 2/9/2024                ,
0.75,115.039,0.745,-7.357,0.075,0.349,0.0467,0.423,60,6,4.38,0.004,Low_Popularity, ODESZA, 9/8/2014                ,
0.665,119.988,0.406,-7.903,0.492,0.0758,0.0352,0.693,64,7,3.9,0.172,Low_Popularity, ODESZA                                                                                                                                                                                                                                              , 9/8/2017                ,
0.903,129.043,0.65,-5.478,0.134,0.0681,0.0436,0.779,63,4,7.55,0.0655,Low_Popularity, Fred again.., 9/6/2024                ,
0.46,126.026,0.769,-11.988,0.477,0.215,0.345,0.0693,62,11,2.98,0.338,Low_Popularity, Luca                                                                                                                                                                                                                                                , 5/10/2024               ,
0.505,180.625,0.64,-5.766,0.0769,0.786,0.0362,0,67,10,4.13,0.176,Low_Popularity, Aaron Y Su Grupo Ilusion                                                                                                                                                                                                                            , 1/1/2000                ,
0.544,181.859,0.551,-7.608,0.193,0.916,0.0302,0,59,7,3.85,0.136,Low_Popularity, Raymix                                                                                                                                                                                                                                              , 2/7/2018                ,
0.78,105.025,0.794,-3.745,0.105,0.329,0.127,0.000276,67,11,3.18,0.444,Low_Popularity, Rauw Alejandro, 11/14/2024              ,
0.669,95.027,0.903,-5.506,0.131,0.576,0.173,0,67,1,3.1,0.316,Low_Popularity, Myke Towers, 8/22/2024               ,
0.814,95.084,0.786,-3.318,0.22,0.365,0.0873,0.0000367,65,1,2.76,0.0383,Low_Popularity, Bad Bunny                                                                                                                                                                                                                                           , 9/25/2023               ,
0.68,179.923,0.796,-5.555,0.103,0.71,0.37,0.000683,66,10,2.94,0.0575,Low_Popularity, Ryan Castro                                                                                                                                                                                                                                         , 5/24/2022               ,
0.698,117.765,0.629,-4.485,0.0909,0.599,0.308,0.00166,65,8,3.36,0.0509,Low_Popularity, Bad Bunny                                                                                                                                                                                                                                           , 5/6/2022                ,
0.709,170.001,0.743,-3.922,0.0809,0.831,0.0879,0.00000518,61,3,4.31,0.0451,Low_Popularity, Justin Quiles, 9/6/2019                ,
0.494,132.037,0.592,-10.618,0.13,0.231,0.0747,0,59,4,3.5,0.237,Low_Popularity, Bad Bunny                                                                                                                                                                                                                                           , 7/6/2021                ,
0.655,172.031,0.743,-5.015,0.0764,0.785,0.159,0,67,6,4.36,0.114,Low_Popularity, Nio Garcia, 6/24/2021               ,
0.559,169.103,0.808,-6.936,0.0966,0.48,0.452,0.00000657,59,1,3.96,0.133,Low_Popularity, Bad Bunny, 5/28/2021               ,
0.674,90.007,0.841,-5.35,0.131,0.761,0.0962,0,60,2,6.38,0.104,Low_Popularity, Jay Wheeler, 12/17/2020              ,
0.881,123.013,0.688,-4.889,0.0804,0.677,0.0474,0,61,7,3.19,0.0947,Low_Popularity, Bad Bunny                                                                                                                                                                                                                                           , 11/27/2020              ,
0.725,145.001,0.86,-6.7,0.0994,0.375,0.249,0.000091,62,11,2.7,0.0464,Low_Popularity, Bad Bunny                                                                                                                                                                                                                                           , 11/27/2020              ,
0.861,133.037,0.762,-4.075,0.0956,0.588,0.0652,0.00000108,60,4,3.56,0.139,Low_Popularity, Bad Bunny                                                                                                                                                                                                                                           , 11/27/2020              ,
0.737,167.969,0.793,-4.731,0.0747,0.697,0.0785,0,59,6,5.56,0.0765,Low_Popularity, Feid, 6/26/2020               ,
0.701,91.97,0.659,-4.107,0.0866,0.623,0.164,0,59,9,3.01,0.0882,Low_Popularity, Farruko                                                                                                                                                                                                                                             , 7/24/2020               ,
0.806,168.084,0.728,-3.766,0.153,0.698,0.0623,0.000301,59,6,3.63,0.0531,Low_Popularity, Ozuna                                                                                                                                                                                                                                               , 6/11/2020               ,
0.83,94.011,0.772,-5.019,0.0843,0.697,0.0599,0,61,7,3.24,0.016,Low_Popularity, Bad Bunny, 5/10/2020               ,
0.836,94.018,0.843,-2.474,0.0532,0.651,0.0694,0.0014,66,11,3.43,0.0816,Low_Popularity, J Balvin                                                                                                                                                                                                                                            , 3/19/2020               ,
0.612,147.982,0.882,-6.103,0.182,0.742,0.118,0.00000507,64,4,2.68,0.0475,Low_Popularity, Bad Bunny                                                                                                                                                                                                                                           , 2/29/2020               ,
0.801,93.992,0.762,-3.661,0.254,0.81,0.0409,0.0000704,68,1,2.28,0.2,Low_Popularity, Bad Bunny                                                                                                                                                                                                                                           , 2/29/2020               ,
0.831,88.793,0.679,-1.866,0.097,0.88,0.109,0.0000011,60,2,3.66,0.159,Low_Popularity, Sech, 4/19/2019               ,
0.536,96.029,0.85,-5.161,0.0996,0.505,0.0599,0.0000389,61,1,3.51,0.267,Low_Popularity, Bad Bunny, 2/14/2020               ,
0.672,91.976,0.886,-4.394,0.101,0.526,0.188,0.00000878,67,1,3.2,0.0363,Low_Popularity, Bad Bunny                                                                                                                                                                                                                                           , 11/21/2019              ,
0.715,165.941,0.795,-3.582,0.179,0.758,0.0838,0.00000212,61,1,5.08,0.141,Low_Popularity, Dalex, 11/22/2019              ,
0.858,83.489,0.655,-5.607,0.344,0.65,0.315,0,60,0,6.6,0.53,Low_Popularity, Farruko, 4/26/2019               ,
0.807,103.053,0.825,-5.753,0.138,0.816,0.095,0.00000479,66,6,3.65,0.0741,Low_Popularity, J Balvin, 6/28/2019               ,
0.79,175.988,0.725,-2.331,0.0602,0.763,0.197,0.00000114,66,0,4.8,0.0711,Low_Popularity, Sech, 7/26/2019               ,
0.783,92.01,0.795,-4.271,0.437,0.799,0.0432,0,66,5,4.43,0.361,Low_Popularity, Lunay, 5/10/2019               ,
0.972,129.967,0.845,0.914,0.514,0.881,0.101,0.0443,62,0,1.77,0.444,Low_Popularity, $werve, 5/19/2023               ,
0.742,130.089,0.889,-3.495,0.066,0.479,0.358,0.000568,63,4,2.48,0.299,Low_Popularity, Dj LK da Escócia, 9/28/2022               ,
0.781,130.174,0.922,-0.548,0.159,0.57,0.323,0.00013,58,2,2.16,0.148,Low_Popularity, Mc Delux, 1/28/2022               ,
0.726,72.74,0.502,-0.252,0.148,0.658,0.195,0.00000229,58,1,1.93,0.478,Low_Popularity, MC Teuzin PV, 6/3/2022                ,
0.746,130.138,0.896,-5.174,0.139,0.752,0.072,0.00000119,64,7,3.02,0.108,Low_Popularity, MC Mazzie, 6/18/2021               ,
0.556,130.046,0.947,-4.536,0.208,0.426,0.0736,0.00000543,58,7,2.97,0.277,Low_Popularity, MC Levin                                                                                                                                                                                                                                            , 5/17/2019               ,
0.421,86.69,0.537,-1.987,0.0854,0.788,0.0605,0,63,8,2.58,0.408,Low_Popularity, MC Teuzin PV, 1/3/2022                ,
0.855,86.93,0.773,0.832,0.121,0.658,0.356,0.0000125,59,11,2.25,0.223,Low_Popularity, MC Teuzin PV, 6/23/2022               ,
0.659,129.962,0.955,-3.531,0.148,0.495,0.382,0.00731,61,0,2.65,0.411,Low_Popularity, Mc Delux, 4/12/2022               ,
0.607,129.97,0.932,-7.237,0.0836,0.962,0.534,0,58,10,2.09,0.884,Low_Popularity, MC Meno K, 9/24/2021               ,
0.823,130.031,0.977,-0.37,0.0687,0.671,0.282,0.0000387,60,7,2.42,0.396,Low_Popularity, Mc Rf, 9/26/2022               ,
0.518,150.066,0.896,-8.524,0.0897,0.793,0.266,0.00306,60,9,3.36,0.285,Low_Popularity, MC Rogê, 7/24/2020               ,
0.754,129.947,0.845,-2.511,0.0385,0.574,0.238,0.0000131,59,2,2.31,0.0571,Low_Popularity, DJ NK3                                                                                                                                                                                                                                              , 9/29/2022               ,
0.836,130.028,0.967,-1.264,0.11,0.162,0.133,0.000085,61,1,3.12,0.278,Low_Popularity, MC's Zaac, 12/1/2017               ,
0.533,130.014,0.921,-3.408,0.0832,0.673,0.0749,0,61,9,2.49,0.433,Low_Popularity, MC Levin                                                                                                                                                                                                                                            , 2/15/2019               ,
0.699,83.624,0.633,0.41,0.175,0.762,0.557,0.00000146,64,11,3.05,0.516,Low_Popularity, DJ Jeeh FDC, 5/29/2023               ,
0.813,113.471,0.845,-5.178,0.137,0.403,0.162,0.00548,62,2,2.98,0.465,Low_Popularity, DJ RAMON SP                                                                                                                                                                                                                                         , 2/24/2023               ,
0.879,130.006,0.91,1.318,0.0704,0.954,0.239,0.271,67,5,1.63,0.143,Low_Popularity, Seek                                                                                                                                                                                                                                                , 6/2/2023                ,
0.404,137.965,0.666,-9.888,0.259,0.775,0.035,0,59,1,3.8,0.39,Low_Popularity, Falamansa                                                                                                                                                                                                                                           ,2/22/2001,
0.694,106.359,0.723,-6.694,0.052,0.739,0.0802,0,61,0,2.82,0.313,Low_Popularity, Zeca Pagodinho, 3/20/2014               ,
0.647,156.28,0.653,-7.028,0.0753,0.936,0.0437,0,59,4,4.28,0.201,Low_Popularity, Gilberto Gil                                                                                                                                                                                                                                        , 1/1/2000                ,
0.566,111.019,0.78,-9.289,0.0814,0.281,0.05,0.000463,62,11,3.93,0.323,Low_Popularity, Vanessa Da Mata,3/13/2007,
0.67,150.234,0.519,-6.134,0.0826,0.278,0.0361,0.00000118,63,5,2.25,0.321,Low_Popularity, Burak Bulut                                                                                                                                                                                                                                         , 11/8/2024               ,
0.712,96.968,0.632,-4.494,0.268,0.509,0.124,0,65,2,3.01,0.176,Low_Popularity, EDIS                                                                                                                                                                                                                                                , 9/27/2024               ,
0.579,87.963,0.721,-5.796,0.242,0.331,0.131,0,65,4,2.51,0.429,Low_Popularity, Ebru Yaşar, 9/6/2024                ,
0.835,113.336,0.764,-4.102,0.188,0.591,0.0432,0.0000039,60,4,2.19,0.22,Low_Popularity, Burak Bulut, 8/23/2024               ,
0.848,106.076,0.656,-5.293,0.192,0.54,0.0696,0,61,0,2.53,0.627,Low_Popularity, Burak Bulut                                                                                                                                                                                                                                         , 8/2/2024                ,
0.731,115.918,0.746,-4.741,0.103,0.328,0.068,0,61,11,2.6,0.128,Low_Popularity, Derya Uluğ                                                                                                                                                                                                                                          , 8/2/2024                ,
0.562,83.007,0.595,-9.295,0.112,0.419,0.074,0.000535,62,4,2.55,0.767,Low_Popularity, M Lisa                                                                                                                                                                                                                                              , 3/8/2024                ,
0.678,101.98,0.726,-4.856,0.392,0.697,0.0392,0,61,10,2.34,0.201,Low_Popularity, Reynmen                                                                                                                                                                                                                                             , 5/17/2024               ,
0.621,140.095,0.629,-6.592,0.308,0.474,0.0467,0.00000304,59,8,3.81,0.12,Low_Popularity, Hadise                                                                                                                                                                                                                                              , 5/24/2024               ,
0.724,78.753,0.536,-6.84,0.116,0.587,0.152,0,68,9,2.37,0.748,Low_Popularity, Ebru Yaşar, 5/22/2024               ,
0.566,180.014,0.52,-5.994,0.0954,0.28,0.158,0.00000409,66,11,3.49,0.138,Low_Popularity, Semicenk                                                                                                                                                                                                                                            , 5/3/2024                ,
0.902,99.958,0.755,-4.122,0.182,0.33,0.0808,0.00000349,63,4,2.93,0.2,Low_Popularity, BLOK3                                                                                                                                                                                                                                               , 2/9/2024                ,
0.863,100.038,0.681,-5.517,0.31,0.418,0.0495,0.00000672,67,0,2.63,0.00226,Low_Popularity, Gülşen                                                                                                                                                                                                                                              , 5/17/2024               ,
0.616,107.081,0.692,-6.82,0.19,0.356,0.0246,0,60,9,2.62,0.51,Low_Popularity, Reynmen, 5/10/2024               ,
0.707,104.979,0.775,-5.339,0.874,0.78,0.152,0,66,10,4.07,0.397,Low_Popularity, Joey Bada$$                                                                                                                                                                                                                                         , 4/7/2017                ,
0.57,92.058,0.801,-5.103,0.111,0.565,0.265,0,67,9,2.74,0.559,Low_Popularity, Mac Miller                                                                                                                                                                                                                                          , 8/13/2010               ,
0.441,135.028,0.942,-11.448,0.138,0.925,0.469,0,68,11,2.4,0.493,Low_Popularity, Sainté                                                                                                                                                                                                                                              , 1/6/2021                ,
0.638,94.893,0.809,-5.646,0.453,0.608,0.28,0,68,8,3.73,0.262,Low_Popularity, Joey Bada$$                                                                                                                                                                                                                                         , 6/12/2012               ,
0.897,121.855,0.668,-5.135,0.0932,0.955,0.0418,0.229,58,2,2.95,0.626,Low_Popularity, The Irish Rovers                                                                                                                                                                                                                                    , 2/22/2012               ,
0.27,120.416,0.712,-4.382,0.0582,0.728,0.0541,0,58,7,2.2,0.935,Low_Popularity, Sean Dagher, 10/29/2013              ,
0.928,129.188,0.452,-3.133,0.226,0.6,0.079,0.000637,67,2,2.56,0.000706,Low_Popularity, Dropkick Murphys                                                                                                                                                                                                                                    , 7/19/2005               ,
0.464,111.103,0.72,-10.661,0.203,0.381,0.0768,0,59,8,2.31,0.0567,Low_Popularity, Fido, 11/1/2024               ,
0.683,196.014,0.59,-6.347,0.204,0.49,0.0643,0,60,2,2.7,0.0664,Low_Popularity, Fireboy DML                                                                                                                                                                                                                                         , 8/28/2024               ,
0.727,111.923,0.825,-6.273,0.242,0.935,0.091,0,61,6,2.43,0.264,Low_Popularity, Kizz Daniel, 11/10/2024              ,
0.72,115.001,0.847,-6.023,0.137,0.789,0.0518,0,58,5,3.08,0.309,Low_Popularity, Asake                                                                                                                                                                                                                                               , 8/8/2024                ,
0.792,112.988,0.795,-5.589,0.259,0.692,0.0612,0.00000246,62,7,3.33,0.337,Low_Popularity, Fireboy DML                                                                                                                                                                                                                                         , 8/28/2024               ,
0.754,115.099,0.763,-5.538,0.19,0.592,0.0761,0.000463,63,1,3.67,0.256,Low_Popularity, Asake, 8/8/2024                ,
0.293,92.007,0.831,-8.047,0.0724,0.419,0.0571,0.0000204,67,1,2.92,0.378,Low_Popularity, Tems                                                                                                                                                                                                                                                , 6/6/2024                ,
0.765,84.978,0.598,-4.93,0.0225,0.844,0.323,0,65,5,2.4,0.275,Low_Popularity, Kizz Daniel                                                                                                                                                                                                                                         , 9/25/2024               ,
0.685,154.07,0.743,-7.981,0.526,0.555,0.106,0,66,5,3.38,0.113,Low_Popularity, Victony                                                                                                                                                                                                                                             , 6/21/2024               ,
0.418,81.921,0.848,-7.846,0.1,0.598,0.193,0.00035,65,2,2.61,0.371,Low_Popularity, Tems                                                                                                                                                                                                                                                , 6/6/2024                ,
0.424,100.51,0.537,-9.199,0.124,0.455,0.195,0.0000164,61,4,3.28,0.736,Low_Popularity, Asake                                                                                                                                                                                                                                               , 8/8/2024                ,
0.649,94.482,0.495,-6.789,0.377,0.53,0.421,0,58,0,2.42,0.573,Low_Popularity, Seyi Vibez                                                                                                                                                                                                                                          , 7/12/2024               ,
0.425,81.084,0.533,-8.427,0.118,0.464,0.152,0.000158,66,5,3.05,0.692,Low_Popularity, Asake                                                                                                                                                                                                                                               , 8/8/2024                ,
0.512,116.945,0.784,-8.694,0.312,0.842,0.0944,0.000334,63,0,2.29,0.0951,Low_Popularity, Burna Boy                                                                                                                                                                                                                                           , 6/27/2024               ,
0.672,96.003,0.694,-5.527,0.277,0.804,0.127,0,59,1,2.81,0.307,Low_Popularity, Ayra Starr, 5/9/2024                ,
0.661,127.484,0.769,-5.505,0.121,0.843,0.157,0.0000224,62,6,2.28,0.585,Low_Popularity, KAESTYLE, 5/17/2024               ,
0.691,203.894,0.534,-8.121,0.155,0.343,0.428,0.0000688,66,5,2.74,0.421,Low_Popularity, Seyi Vibez                                                                                                                                                                                                                                          , 7/12/2024               ,
0.59,113.2,0.621,-6.852,0.209,0.421,0.132,0,59,8,2.94,0.0546,Low_Popularity, Asake                                                                                                                                                                                                                                               , 8/8/2024                ,
0.778,112.946,0.82,-4.57,0.209,0.878,0.0704,0,59,8,3.54,0.253,Low_Popularity, Fireboy DML, 8/28/2024               ,
0.841,124,0.826,-5.724,0.0511,0.744,0.0588,0.00293,59,11,2.89,0.0402,Low_Popularity, Asake                                                                                                                                                                                                                                               , 8/8/2024                ,
0.549,95.021,0.776,-14.509,0.0868,0.679,0.0574,0.0149,66,9,3.07,0.0578,Low_Popularity, Odeal                                                                                                                                                                                                                                               , 7/5/2024                ,
0.656,97.951,0.77,-8.798,0.0597,0.874,0.133,0,60,4,3.59,0.299,Low_Popularity, DJ Tunez, 6/21/2024               ,
0.786,192.408,0.415,-5.604,0.153,0.458,0.172,0,63,0,3.15,0.379,Low_Popularity, Qing Madi                                                                                                                                                                                                                                           , 11/17/2023              ,
0.657,100.104,0.887,-5.784,0.106,0.932,0.0908,0.000363,61,9,2.77,0.153,Low_Popularity, Fireboy DML                                                                                                                                                                                                                                         , 5/2/2024                ,
0.566,96.937,0.852,-8.8,0.0852,0.54,0.093,0.00951,61,9,2.85,0.221,Low_Popularity, CKay, 4/19/2024               ,
0.562,96.234,0.772,-7.431,0.1,0.885,0.215,0.0000724,63,5,2.93,0.776,Low_Popularity, Kizz Daniel                                                                                                                                                                                                                                         , 3/11/2024               ,
0.747,98.111,0.584,-4.726,0.149,0.798,0.258,0.0013,60,10,3.01,0.105,Low_Popularity, Wizkid, 12/21/2023              ,
0.611,100.011,0.774,-7.077,0.116,0.808,0.126,0,60,6,3.85,0.108,Low_Popularity, Chris Brown, 10/20/2023              ,
0.529,92.044,0.744,-6.559,0.105,0.795,0.0543,0.0447,65,9,3.2,0.469,Low_Popularity, Tems, 6/6/2024                ,
0.651,67.813,0.49,-6.259,0.108,0.567,0.138,0.00000759,68,11,3.01,0.714,Low_Popularity, Ayo Maff, 4/16/2024               ,
0.754,115.02,0.811,-6.868,0.119,0.451,0.0603,0.000247,61,8,2.68,0.0372,Low_Popularity, Ruger, 4/17/2024               ,
0.744,104.991,0.806,-5.377,0.104,0.765,0.0392,0.395,66,10,2.91,0.187,Low_Popularity, Sarz, 12/7/2023               ,
0.811,113.09,0.785,-5.477,0.114,0.501,0.133,0,58,10,3,0.159,Low_Popularity, Shallipopi                                                                                                                                                                                                                                          , 4/11/2024               ,
0.562,121.958,0.807,-7.782,0.278,0.259,0.101,0.000123,58,9,2.49,0.264,Low_Popularity, Black Sherif                                                                                                                                                                                                                                        , 10/5/2022               ,
0.528,102.067,0.584,-8.829,0.13,0.283,0.343,0.00566,65,1,2.85,0.658,Low_Popularity, ODUMODUBLVCK, 12/1/2023               ,
0.735,95.992,0.898,-7.374,0.173,0.403,0.109,0.00592,61,4,2.58,0.113,Low_Popularity, Olamide                                                                                                                                                                                                                                             , 8/8/2023                ,
0.616,100.008,0.825,-7.585,0.131,0.596,0.138,0,60,2,2.56,0.0652,Low_Popularity, Burna Boy                                                                                                                                                                                                                                           , 8/24/2023               ,
0.838,111.984,0.687,-6.417,0.202,0.79,0.145,0.000044,62,1,3.89,0.261,Low_Popularity, ODUMODUBLVCK, 10/6/2023               ,
0.5,116.058,0.569,-4.482,0.148,0.118,0.239,0,63,6,3.64,0.183,Low_Popularity, Bnxn                                                                                                                                                                                                                                                , 10/4/2023               ,
0.594,114.748,0.58,-7.229,0.101,0.52,0.317,0,65,6,3.69,0.162,Low_Popularity, Crayon, 7/21/2023               ,
0.731,113.018,0.854,-5.568,0.131,0.598,0.0485,0.00548,64,9,3.15,0.136,Low_Popularity, Bnxn, 10/4/2023               ,
0.736,76.656,0.732,-4.607,0.124,0.87,0.323,0,62,11,3.48,0.156,Low_Popularity, J Hus, 6/8/2023                ,
0.821,111.032,0.534,-7.463,0.078,0.509,0.107,0.0000102,63,5,2.37,0.693,Low_Popularity, JayO                                                                                                                                                                                                                                                , 2/22/2023               ,
0.00158,134.497,0.152,-43.541,0.116,0.04,0.0472,0.971,60,3,2.95,0.969,Low_Popularity, Onedin                                                                                                                                                                                                                                              , 3/22/2024               ,
0.00725,71.939,0.121,-38.789,0.114,0.0334,0.0441,0.971,64,2,2.54,0.871,Low_Popularity, Ganlas                                                                                                                                                                                                                                              , 7/5/2024                ,
0.000237,73.664,0.172,-44.525,0.11,0.0383,0.0671,0.967,61,0,3.26,0.973,Low_Popularity, Jan Garlow                                                                                                                                                                                                                                          , 5/10/2024               ,
0.00817,67.449,0.171,-35.99,0.0859,0.0355,0.0449,0.855,63,0,2.57,0.99,Low_Popularity, Bright Lens                                                                                                                                                                                                                                         , 7/8/2024                ,
0.00081,134.584,0.151,-36.747,0.112,0.0389,0.0552,0.941,60,6,2.93,0.94,Low_Popularity, So Lis                                                                                                                                                                                                                                              , 7/7/2024                ,
0.0014,140.078,0.14,-41.294,0.111,0.112,0.0561,0.965,66,5,2.7,0.98,Low_Popularity, Enma                                                                                                                                                                                                                                                , 5/31/2024               ,
